Work Type,Year For,Days in Queue,Queue Status,Reviewer,REID,Parcel Status,PIN,Market Area,Market Area Description,Street Number,Street Name,City/Zip,Valuation Approach,TxnCrDate
Sales Queue,2022,300,PROCESSED,SIDNEY FONTENOT (SFONTENOT),125162,Active,1371-23-8809,MARTH,MARINA DR TOWNHOUSES,1415,MARINA DR,"SLIDELL, 70458",Cost,7/27/2022 4:27:28 PM
Sales Queue,2022,300,PROCESSED,LAURA ROGERS (LROGERS),27025,Active,1070-14-3979,PPL03,PALM PLAZA,74428,DELTA AV,"COVINGTON, 70435",Cost,7/27/2022 4:28:10 PM
Sales Queue,2022,300,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),40320,Active,1120-20-0980,VAC12,VACANT LAND TAX DISTRICT 12,0,NO ADDRESS ,"MANDEVILLE, 70471",Cost,7/27/2022 4:29:04 PM
Sales Queue,2022,300,PROCESSED,SIDNEY FONTENOT (SFONTENOT),127087,Active,1378-08-2073,GCH09,GRAND CHAMPIONS,349,NICKLAUS DR,"SLIDELL, 70458",Cost,7/27/2022 4:29:37 PM
Sales Queue,2022,300,PROCESSED,LAURA ROGERS (LROGERS),12634,Active,1048-16-2133,PCA01,PINE CREEK ACRES,417,KNOTTY PINE CTR,"MADISONVILLE, 70447",Cost,7/27/2022 4:30:24 PM
Sales Queue,2022,300,PROCESSED,BRITTANY BOOTH (BBOOTH),111874,Active,1281-35-2202,MCE28,MAYER'S TRACE,91,MAYERS TRACE ,"SLIDELL, 70460",Cost,7/27/2022 4:33:13 PM
Sales Queue,2022,300,PROCESSED,SIDNEY FONTENOT (SFONTENOT),123009,Active,1370-77-9725,NSB09,NORTH SHORE BEACH,201,CARR DR,"SLIDELL, 70458",Cost,7/27/2022 4:41:20 PM
Sales Queue,2022,300,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),60645,Active,1141-40-0202,CAPTH,CASTINE POINT TOWN HOUSES,607,FLORIDA ST,"MANDEVILLE, 70448",Cost,7/27/2022 4:41:53 PM
Sales Queue,2022,300,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),47654,Active,1121-08-6200,GVETH,GREENLEAVES VILLAGE,51,ELIZABETH CTR,"MANDEVILLE, 70448",Cost,7/27/2022 4:43:42 PM
Sales Queue,2022,300,PROCESSED,SIDNEY FONTENOT (SFONTENOT),102940,Active,1278-09-2221,RGA08,RIVER GARDENS,4695,OAK DR,"SLIDELL, 70461",Cost,7/27/2022 4:44:30 PM
Sales Queue,2022,300,PROCESSED,SIDNEY FONTENOT (SFONTENOT),133903,Active,7696-16-6129,RER27,RIVER DR,100,RIVER DR,"PEARL RIVER, 70452",Cost,7/27/2022 4:45:11 PM
Sales Queue,2022,300,PROCESSED,LAURA ROGERS (LROGERS),30375,Active,1071-32-6058,ING03,INGRAM ESTATES,304,RYAN AV,"ABITA SPRINGS, 70420",Cost,7/27/2022 4:46:54 PM
Sales Queue,2022,300,PROCESSED,LAURA ROGERS (LROGERS),7366,Active,1041-11-2767,PLOTH,PORT LOUIS TOWNHOUSES,9,RUE DU SUD ,"MADISONVILLE, 70447",Cost,7/27/2022 4:47:46 PM
Sales Queue,2022,299,PROCESSED,SIDNEY FONTENOT (SFONTENOT),84013,Active,1230-47-2905,TVI08,TANGLEWOOD VILLAGE,406,PINE FOREST DR,"SLIDELL, 70458",Cost,7/28/2022 7:58:51 AM
Sales Queue,2022,299,PROCESSED,SIDNEY FONTENOT (SFONTENOT),115727,Active,1311-17-8091,TUR08,TURTLE CREEK SUB,2049,HAMPSHIRE DR,"SLIDELL, 70461",Cost,7/28/2022 7:59:46 AM
Sales Queue,2022,299,PROCESSED,LAURA ROGERS (LROGERS),35223,Active,1078-21-2379,TTE03,TAMMANY TERRACE,20077,KENNY LN,"COVINGTON, 70435",Cost,7/28/2022 8:05:54 AM
Sales Queue,2022,299,PROCESSED,SIDNEY FONTENOT (SFONTENOT),85702,Active,1238-06-2047,AUP08,AUDUBON PLACE,358,ORIOLE DR,"SLIDELL, 70458",Cost,7/28/2022 8:11:42 AM
Sales Queue,2022,299,PROCESSED,SIDNEY FONTENOT (SFONTENOT),124209,Active,1371-05-4937,EIS09,EDEN ISLES,401,CHARLES CTR,"SLIDELL, 70458",Cost,7/28/2022 8:14:57 AM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),95,Active,1010-00-1139,VAC01,VACANT LAND TAX DISTRICT 01,0,NO ADDRESS ,", 00000",Cost,7/28/2022 8:17:42 AM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),603,Active,1018-16-3237,MAN01,MORGAN ST,0,NO ADDRESS ,"MADISONVILLE, 70447",Cost,7/28/2022 8:18:49 AM
Sales Queue,2022,299,PROCESSED,LAURA ROGERS (LROGERS),7176,Active,1041-05-2101,PLOTH,PORT LOUIS TOWNHOUSES,65,RUE DU SUD ,"MADISONVILLE, 70447",Cost,7/28/2022 8:20:47 AM
Sales Queue,2022,299,PROCESSED,SIDNEY FONTENOT (SFONTENOT),88317,Active,1240-50-5498,DEL09,DELLWOOD,3774,BROOKWOOD DR,"SLIDELL, 70458",Cost,7/28/2022 8:21:39 AM
Sales Queue,2022,299,PROCESSED,SIDNEY FONTENOT (SFONTENOT),36162,Active,1100-15-8488,PSH08,PINE SHADOWS SUB,1757,NELLIE DR,"SLIDELL, 70458",Cost,7/28/2022 8:23:32 AM
Sales Queue,2022,299,PROCESSED,LAURA ROGERS (LROGERS),10233,Active,1048-06-3851,TRH01,THREE RIVER HEIGHTS,113,DAVIS ST,"MADISONVILLE, 70447",Cost,7/28/2022 8:29:08 AM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),47477,Active,1121-07-8445,TAT04,TALL TIMBERS,67167,LOCKE ST,"MANDEVILLE, 70471",Cost,7/28/2022 8:49:28 AM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),55881,Active,1128-20-1663,BWE04,BRENTWOOD ESTATES (TD 12),67530,ANTIOCH DR,"MANDEVILLE, 70471",Cost,7/28/2022 8:55:55 AM
Sales Queue,2022,299,PROCESSED,BRITTANY BOOTH (BBOOTH),103502,Active,1280-62-3350,HVI09,HUNTWYCK VILLAGE,206,QUEEN ANNE DR,"SLIDELL, 70460",Cost,7/28/2022 8:57:05 AM
Sales Queue,2022,299,PROCESSED,BRITTANY BOOTH (BBOOTH),17003,Active,1051-40-1730,H2505,HWY 25 RURAL WARD 2,85185,HWY 25 ,"FOLSOM, 70437",Cost,7/28/2022 9:05:28 AM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),39499,Active,1120-19-0411,PPE04,PINELAND PARK ESTATES,209,SCOTCHPINE DR,"MANDEVILLE, 70471",Cost,7/28/2022 9:06:23 AM
Sales Queue,2022,299,PROCESSED,JOANNE PULITZER (JPULITZER),80263,Active,1221-33-6827,CHWY41P,COMMERCIAL HIGHWAY 41,66182,HWY 41 ,"PEARL RIVER, 70452",Cost,7/28/2022 9:07:24 AM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),61399,Active,1148-05-4180,WON14,WILKINSON ST (TAX DIST 14),567,WILKINSON ST,"MANDEVILLE, 70448",Cost,7/28/2022 9:07:55 AM
Sales Queue,2022,299,PROCESSED,LAURA ROGERS (LROGERS),8857,Active,1041-40-3213,TRH01,THREE RIVER HEIGHTS,108,POE ST,"MADISONVILLE, 70447",Cost,7/28/2022 9:09:02 AM
Sales Queue,2022,299,PROCESSED,LAURA ROGERS (LROGERS),8857,Active,1041-40-3213,TRH01,THREE RIVER HEIGHTS,108,POE ST,"MADISONVILLE, 70447",Cost,7/28/2022 9:11:26 AM
Sales Queue,2022,299,PROCESSED,BRITTANY BOOTH (BBOOTH),103491,Active,1280-62-3202,SMA09,SLIDELL MANOR,1405,LIVE OAK ST,"SLIDELL, 70460",Cost,7/28/2022 9:12:55 AM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),55395,Active,1128-15-5745,LEW04,LEWISBURG,504,COPAL ST,"MANDEVILLE, 70448",Cost,7/28/2022 9:13:28 AM
Sales Queue,2022,299,PROCESSED,LAURA ROGERS (LROGERS),4870,Active,1038-19-1396,TWI01,THE WILLOWS,406,RUE CHARLOTTE ,"COVINGTON, 70433",Cost,7/28/2022 9:14:26 AM
Sales Queue,2022,299,PROCESSED,SIDNEY FONTENOT (SFONTENOT),100710,Active,1268-13-1497,APA08,ASHTON PARC,717,FAIRFIELD LOOP,"SLIDELL, 70458",Cost,7/28/2022 9:17:29 AM
Sales Queue,2022,299,PROCESSED,LAURA ROGERS (LROGERS),10917,Active,1048-09-3133,TCL01,TCHEFUNCTA CLUB ESTATES PH 2,6,WAX MYRTLE LN,"COVINGTON, 70433",Cost,7/28/2022 9:20:42 AM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),61090,Active,1141-40-6535,MRY14,MONTGOMERY ST,1738,MONTGOMERY ST,"MANDEVILLE, 70448",Cost,7/28/2022 9:30:44 AM
Sales Queue,2022,299,PROCESSED,BRITTANY BOOTH (BBOOTH),104698,Active,1280-63-8722,SMA09,SLIDELL MANOR,1537,HICKORY ST,"SLIDELL, 70460",Cost,7/28/2022 9:31:24 AM
Sales Queue,2022,299,PROCESSED,LAURA ROGERS (LROGERS),5374,Active,1040-00-4979,FES01,FLOWER ESTATES,54,S MARIGOLD DR,"COVINGTON, 70433",Cost,7/28/2022 9:31:57 AM
Sales Queue,2022,299,PROCESSED,LAURA ROGERS (LROGERS),6822,Active,1040-03-0686,TRH01,THREE RIVER HEIGHTS,117,DEFOREST DR,"MADISONVILLE, 70447",Cost,7/28/2022 9:36:34 AM
Sales Queue,2022,299,PROCESSED,LAURA ROGERS (LROGERS),25953,Active,1070-13-0133,COL07,CARROL DR,76270,CARROL DR,"COVINGTON, 70435",Cost,7/28/2022 9:37:31 AM
Sales Queue,2022,299,PROCESSED,DAVID GARRETT (DGARRETT),98738,Active,1261-17-8571,OAI08,OZONE AIR TD 26,0,RICHARDSON ST,"SLIDELL, 70461",Cost,7/28/2022 9:43:37 AM
Sales Queue,2022,299,PROCESSED,BROOKE KEEN (BKEEN),79507,Active,1218-21-2628,CPA07,CYPRESS PARK,30136,EAST ST,"LACOMBE, 70445",Cost,7/28/2022 9:44:17 AM
Sales Queue,2022,299,PROCESSED,BRITTANY BOOTH (BBOOTH),120458,Active,1351-42-2226,HIG02,HIGHLANDS SUB,541,TARTAN TRACE ,"COVINGTON, 70435",Cost,7/28/2022 9:57:53 AM
Sales Queue,2022,299,PROCESSED,BRITTANY BOOTH (BBOOTH),17590,Active,1058-14-3852,KEE02,KEENELAND PLACE,0,KEENELAND PLACE PL,"FOLSOM, 70437",Cost,7/28/2022 10:05:48 AM
Sales Queue,2022,299,PROCESSED,SIDNEY FONTENOT (SFONTENOT),82795,Active,1230-45-9151,TVI08,TANGLEWOOD VILLAGE,411,BRIARGROVE DR,"SLIDELL, 70458",Cost,7/28/2022 10:06:16 AM
Sales Queue,2022,299,PROCESSED,LAURA ROGERS (LROGERS),5200,Active,1038-21-1726,PVI07,PRESTON VINEYARDS,11229,CLOVER KNOLL DR,"COVINGTON, 70433",Cost,7/28/2022 10:07:05 AM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),38669,Active,1120-17-9418,WOL04,WOODRIDGE ON THE LAKE,509,RED OAK DR,"MANDEVILLE, 70471",Cost,7/28/2022 10:07:57 AM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),54711,Retired (02/16/2022),1128-08-4285,TXFRE,TAX FREE PROPERTIES--RES,0,NO ADDRESS ,", 00000",Cost,7/28/2022 10:09:13 AM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),48421,Active,1121-11-1469,QUC04,QUAIL CREEK,1212,SYCAMORE PL,"MANDEVILLE, 70448",Cost,7/28/2022 10:10:01 AM
Sales Queue,2022,299,VOID,JEANINE ZENON (JZENON),96923,Active,1260-59-2609,TIS08,TREASURE ISLE,19,TREASURE ISLE RD,"SLIDELL, 70461",Cost,7/28/2022 10:11:37 AM
Sales Queue,2022,299,PROCESSED,DAVID GARRETT (DGARRETT),97488,Active,1260-60-3570,TIS08,TREASURE ISLE,20,TREASURE ISLE RD S,"SLIDELL, 70464",Cost,7/28/2022 10:26:07 AM
Sales Queue,2022,299,PROCESSED,DAVID GARRETT (DGARRETT),103013,Active,1278-19-1963,LCG08,LANDINGS OF CROSS GATES,0,NO ADDRESS ,"SLIDELL, 70461",Cost,7/28/2022 10:28:25 AM
Sales Queue,2022,299,PROCESSED,BRITTANY BOOTH (BBOOTH),72603,Active,1200-38-4240,VAC20,VACANT LAND TAX DISTRICT 20,0,NO ADDRESS ,"BUSH, 70431",Cost,7/28/2022 10:29:58 AM
Sales Queue,2022,299,VOID,BRITTANY BOOTH (BBOOTH),72598,Retired (12/30/2021),1200-38-4178,VAC20,VACANT LAND TAX DISTRICT 20,0,NO ADDRESS ,", 00000",Cost,7/28/2022 10:34:12 AM
Sales Queue,2022,299,PROCESSED,BROOKE KEEN (BKEEN),57144,Active,1140-27-9366,LRT14,LAMBERT ST,690,LAMBERT ST,"MANDEVILLE, 70448",Cost,7/28/2022 10:35:46 AM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),44864,Active,1120-25-9489,GOS04,GREENLEAVES OAKS,1026,LIVE OAK LOOP,"MANDEVILLE, 70448",Cost,7/28/2022 10:37:17 AM
Sales Queue,2022,299,PROCESSED,BRITTANY BOOTH (BBOOTH),70400,Active,1188-07-4291,MHPGH,MONEY HILL PTN GARDEN HOMES,221,HIGH ST,"ABITA SPRINGS, 70420",Cost,7/28/2022 10:47:40 AM
Sales Queue,2022,299,PROCESSED,SIDNEY FONTENOT (SFONTENOT),100814,Active,1268-16-2992,BER08,BERKSHIRE SUBDIVISION TD 26,1129,BERKSHIRE DR,"PEARL RIVER, 70452",Cost,7/28/2022 10:50:28 AM
Sales Queue,2022,299,PROCESSED,SIDNEY FONTENOT (SFONTENOT),81144,Active,1230-44-0396,ERP08,EAST RIDGE PARK,1579,RIDGECREST DR,"SLIDELL, 70458",Cost,7/28/2022 10:50:58 AM
Sales Queue,2022,299,PROCESSED,SIDNEY FONTENOT (SFONTENOT),89779,Active,1240-52-2627,PLA09,PALM LAKE,3048,S PALM DR,"SLIDELL, 70458",Cost,7/28/2022 10:51:39 AM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),42215,Active,1120-22-5630,LRE12,LABARRE ST,2040,LABARRE ST,"MANDEVILLE, 70448",Cost,7/28/2022 11:01:29 AM
Sales Queue,2022,299,PROCESSED,SIDNEY FONTENOT (SFONTENOT),127585,Active,1378-13-4360,LVI09,LAKESHORE VILLAGES,772,LAKESHORE VILLAGE DR,"SLIDELL, 70461",Cost,7/28/2022 11:12:20 AM
Sales Queue,2022,299,PROCESSED,LAURA ROGERS (LROGERS),24573,Active,1070-11-1902,LRE03,LAZY RIVER ESTATES,18051,DERBES DR,"COVINGTON, 70433",Cost,7/28/2022 11:17:18 AM
Sales Queue,2022,299,INITIAL,GARRETT HOLD (GARRETT-HOLD),89307,Active,1240-51-7135,SAA09,SALMEN ADDITION 1 2 3,2910,WILLIAM TELL ST,"SLIDELL, 70458",Cost,7/28/2022 11:17:54 AM
Sales Queue,2022,299,PROCESSED,BRITTANY BOOTH (BBOOTH),110444,Active,1281-05-7111,SMA09,SLIDELL MANOR,1617,CHERRY ST,"SLIDELL, 70460",Cost,7/28/2022 11:19:15 AM
Sales Queue,2022,299,PROCESSED,LAURA ROGERS (LROGERS),34822,Active,1078-19-1506,ABI03,ABITA RIDGE,4041,MONARCH LN,"COVINGTON, 70433",Cost,7/28/2022 11:19:50 AM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),45247,Active,1120-26-4377,MBC04,MARINA BEAU CHENE,904,WINONA DR,"MANDEVILLE, 70471",Cost,7/28/2022 11:22:28 AM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),39330,Active,1120-18-8360,RND12,RAYMOND RD,62103,RAYMOND RD,"LACOMBE, 70445",Cost,7/28/2022 12:03:21 PM
Sales Queue,2022,299,PROCESSED,LAURA ROGERS (LROGERS),21452,Active,1061-12-9058,COP03,COVINGTON POINT,814,COVINGTON POINT DR,"COVINGTON, 70433",Cost,7/28/2022 12:04:48 PM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),58672,Active,1140-29-7534,WEP04,WELDON PARK,201,CHESTNUT ST,"MANDEVILLE, 70471",Cost,7/28/2022 12:05:51 PM
Sales Queue,2022,299,PROCESSED,LAURA ROGERS (LROGERS),5214,Active,1038-21-1740,PVI07,PRESTON VINEYARDS,73039,STILL HOLLOW DR,"COVINGTON, 70433",Cost,7/28/2022 12:06:47 PM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),45126,Active,1120-26-2781,HIP04,HIDDEN PINES,2790,RUE PICKNEY ,"MANDEVILLE, 70448",Cost,7/28/2022 12:08:59 PM
Sales Queue,2022,299,PROCESSED,BRITTANY BOOTH (BBOOTH),56080,Active,1130-26-8348,VAC13,VACANT LAND TAX DISTRICT 13,0,NO ADDRESS ,"BOGALUSA, 70427",Cost,7/28/2022 12:10:17 PM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),51846,Active,1121-34-4048,HIP04,HIDDEN PINES,2360,RUE WELLER ,"MANDEVILLE, 70448",Cost,7/28/2022 12:11:24 PM
Sales Queue,2022,299,PROCESSED,SIDNEY FONTENOT (SFONTENOT),88307,Active,1240-50-5374,DAD09,DITTMAR ADD / ANNEX,2739,COLLEGE ST,"SLIDELL, 70458",Cost,7/28/2022 12:12:32 PM
Sales Queue,2022,299,PROCESSED,LAURA ROGERS (LROGERS),13794,Active,1048-20-1711,BED01,BEDICO CREEK,7031,BALD EAGLE CIR,"MADISONVILLE, 70447",Cost,7/28/2022 12:17:49 PM
Sales Queue,2022,299,PROCESSED,BRITTANY BOOTH (BBOOTH),16675,Active,1051-27-6271,OHE02,OAK HILL ESTATES,81135,N WILLIE RD,"FOLSOM, 70437",Cost,7/28/2022 12:20:38 PM
Sales Queue,2022,299,PROCESSED,BRITTANY BOOTH (BBOOTH),62828,Active,1150-31-5141,SRS15,SANDERS ST,71200,SANDERS ST,"ABITA SPRINGS, 70420",Cost,7/28/2022 12:21:39 PM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),40854,Active,1120-20-7942,BCH04,BEAU CHENE,729,BOCAGE LN,"MANDEVILLE, 70471",Cost,7/28/2022 12:23:14 PM
Sales Queue,2022,299,PROCESSED,BRITTANY BOOTH (BBOOTH),80676,Active,1228-19-1558,MRC08,MAGNOLIA RIDGE AT CREEKSIDE,65209,MAGNOLIA RIDGE LOOP,"PEARL RIVER, 70452",Cost,7/28/2022 12:23:40 PM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),7205,Active,1041-06-2301,POE01,PINE OAK ESTATES,104,PINE OAKS CTR,"MADISONVILLE, 70447",Cost,7/28/2022 12:24:08 PM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),9727,Active,1041-42-1794,AGH01,ARBOR WALK GARDEN HOMES,641,LONGUE VIEW PL,"MADISONVILLE, 70447",Cost,7/28/2022 12:25:37 PM
Sales Queue,2022,299,PROCESSED,LAURA ROGERS (LROGERS),23328,Active,1068-15-5687,LWN03,LAKEWOOD NORTHSHORE,516,LAKEWOOD NORTHSHORE DR,"COVINGTON, 70433",Cost,7/28/2022 12:28:15 PM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),48470,Active,1121-12-0271,BCH04,BEAU CHENE,103,ASHLAND PL,"MANDEVILLE, 70471",Cost,7/28/2022 12:29:07 PM
Sales Queue,2022,299,PROCESSED,DAVID GARRETT (DGARRETT),83321,Active,1230-46-5070,BPA08,BROADMOOR PARK,1532,BROADMOOR DR,"SLIDELL, 70458",Cost,7/28/2022 12:29:50 PM
Sales Queue,2022,299,PROCESSED,DAVID GARRETT (DGARRETT),99960,Active,1261-39-3790,PKI08,PINEHURST OF KINGSPOINT,1739,CHANCER LN,"SLIDELL, 70461",Cost,7/28/2022 12:30:32 PM
Sales Queue,2022,299,PROCESSED,LAURA ROGERS (LROGERS),20285,Active,1060-09-2304,NC1900,NEW COVINGTON SQS 1900-1920,1104,W 19TH AV,"COVINGTON, 70433",Cost,7/28/2022 12:32:46 PM
Sales Queue,2022,299,PROCESSED,LAURA ROGERS (LROGERS),29753,Active,1071-29-3389,10787,HWY 1078 T.D. 07,15115,HWY 1078 ,"FOLSOM, 70437",Cost,7/28/2022 12:34:42 PM
Sales Queue,2022,299,PROCESSED,BRITTANY BOOTH (BBOOTH),16603,Active,1051-27-5143,SOW05,SOUTH HAY HOLLOW RD,12118,HAY HOLLOW RD,"FOLSOM, 70437",Cost,7/28/2022 12:52:26 PM
Sales Queue,2022,299,PROCESSED,DAVID GARRETT (DGARRETT),86189,Active,1240-44-7048,FGE08,FOREST GLEN EAST,519,9TH ST,"SLIDELL, 70458",Cost,7/28/2022 12:52:54 PM
Sales Queue,2022,299,PROCESSED,BRITTANY BOOTH (BBOOTH),112878,Active,1288-06-6586,OWO09,OZONE WOODS,2510,PELICAN ST,"SLIDELL, 70460",Cost,7/28/2022 12:53:51 PM
Sales Queue,2022,299,PROCESSED,LAURA ROGERS (LROGERS),25171,Active,1070-11-9792,CIN07,COIN RD,18557,COIN RD,"COVINGTON, 70435",Cost,7/28/2022 12:54:32 PM
Sales Queue,2022,299,PROCESSED,DAVID GARRETT (DGARRETT),102078,Active,1270-60-5476,MFO08,MAGNOLIA FOREST,503,BOCAGE DR,"PEARL RIVER, 70452",Cost,7/28/2022 12:55:10 PM
Sales Queue,2022,299,PROCESSED,DAVID GARRETT (DGARRETT),131816,Active,6260-55-7161,PFO08,PINE FOREST SUB,2017,BARBARA DR,"SLIDELL, 70458",Cost,7/28/2022 1:02:46 PM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),54075,Active,1121-40-9179,TCHCD,TCHEFUNCTE HARBOUR,127,HWY 22  E,"MADISONVILLE, 70447",Cost,7/28/2022 1:09:21 PM
Sales Queue,2022,299,PROCESSED,DAVID GARRETT (DGARRETT),92707,Active,1248-07-2887,MST09,MANSIONS SPARTAN TRACE,505 3201,SPARTAN DR,"SLIDELL, 70458",Cost,7/28/2022 1:12:39 PM
Sales Queue,2022,299,PROCESSED,BRITTANY BOOTH (BBOOTH),93452,Active,1250-54-9177,VAC25,VACANT LAND TAX DISTRICT 25,0,NO ADDRESS ,", 00000",Cost,7/28/2022 1:15:56 PM
Sales Queue,2022,299,PROCESSED,LAURA ROGERS (LROGERS),19433,Active,1060-08-1930,NC1500,NEW COVINGTON SQS 1500-1520,819,W 16TH AV,"COVINGTON, 70433",Cost,7/28/2022 1:16:18 PM
Sales Queue,2022,299,PROCESSED,LAURA ROGERS (LROGERS),1259,Active,1030-02-9742,RCC01,RIVER FOREST COUNTRY CLUB (03),72368,WILDWOOD DR,"COVINGTON, 70433",Cost,7/28/2022 1:16:48 PM
Sales Queue,2022,299,PROCESSED,DAVID GARRETT (DGARRETT),102782,Active,1271-42-3218,MTR08,MAGNOLIA TRACE (TD 27),0,NO ADDRESS ,"PEARL RIVER, 70452",Cost,7/28/2022 1:17:37 PM
Sales Queue,2022,299,PROCESSED,BRITTANY BOOTH (BBOOTH),63645,Active,1158-18-2921,AOA10,ABITA OAKS,11,ABITA OAKS ,"ABITA SPRINGS, 70420",Cost,7/28/2022 1:20:39 PM
Sales Queue,2022,299,PROCESSED,ALYSSA MCINTYRE (AMCINTYRE),111671,Active,1281-24-5848,BEL09,BELAIR,1557,HUNTERS POINT RD,"SLIDELL, 70460",Cost,7/28/2022 1:33:51 PM
Sales Queue,2022,299,PROCESSED,BRITTANY BOOTH (BBOOTH),62525,Active,1150-31-1332,H5915,HWY 59 (TD 15),71429,HWY 59 ,"ABITA SPRINGS, 70420",Cost,7/28/2022 1:34:45 PM
Sales Queue,2022,299,PROCESSED,BRITTANY BOOTH (BBOOTH),70751,Active,1188-14-2577,MHP06,MONEY HILL PLANTATION,0,NORTHWOODS DR,"ABITA SPRINGS, 70420",Cost,7/28/2022 1:36:46 PM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),134367,Active,6689-48-3099,DPE04,,67517,EMERALD DOVE DR,"COVINGTON, 70433",Cost,7/28/2022 1:37:22 PM
Sales Queue,2022,299,PROCESSED,BRITTANY BOOTH (BBOOTH),133451,Active,6793-27-0534,JTS16,JOHN T PRATS RD,0,NO ADDRESS ,"COVINGTON, 70435",Cost,7/28/2022 1:42:07 PM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),79460,Active,1218-21-2168,OAT07,OAKLAWN TRACE,30704,ROWLEY DR,"LACOMBE, 70445",Cost,7/28/2022 1:52:45 PM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),49999,Active,1121-25-2798,SUP04,SUNSET PARK,645,ARMAND ST,"MANDEVILLE, 70448",Cost,7/28/2022 1:54:50 PM
Sales Queue,2022,299,PROCESSED,BRITTANY BOOTH (BBOOTH),68655,Active,1180-36-3448,BKE18,BECKY LAKE RD,35135,BECKY LAKE RD,"PEARL RIVER, 70452",Cost,7/28/2022 1:57:09 PM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),41642,Active,1120-21-8200,BCH04,BEAU CHENE,109,PECANIERE PL,"MANDEVILLE, 70471",Cost,7/28/2022 2:10:15 PM
Sales Queue,2022,299,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),44730,Active,1120-25-7818,DEL04,DELOAKS,92,BAYOU PEREZ DR,"MADISONVILLE, 70447",Cost,7/28/2022 2:20:46 PM
Sales Queue,2022,299,PROCESSED,LAURA ROGERS (LROGERS),11306,Active,1048-13-1797,NATGH,NATCHEZ TRACE GARDEN HOMES,922,GRAND TURK CTR,"COVINGTON, 70433",Cost,7/28/2022 2:23:37 PM
Sales Queue,2022,299,PROCESSED,DAVID GARRETT (DGARRETT),122549,Active,1370-77-3395,EISMF,EDEN ISLES MULTI FAMILY,790 UNIT B,MARINA DR,"SLIDELL, 70458",Cost,7/28/2022 2:24:31 PM
Sales Queue,2022,299,PROCESSED,JOANNE PULITZER (JPULITZER),88452,Active,1240-50-7040,COLDSPS,COMMERCIAL OLD SPANISH TRAIL,888,OLD SPANISH TR ,"SLIDELL, 70458",Cost,7/28/2022 2:26:00 PM
Sales Queue,2022,299,PROCESSED,BROOKE KEEN (BKEEN),50139,Active,1121-25-4413,VNT12,VALMONT ST,1800,VALMONT ST,"MANDEVILLE, 70448",Cost,7/28/2022 2:26:32 PM
Sales Queue,2022,299,PROCESSED,LAURA ROGERS (LROGERS),7927,Active,1041-28-5254,MGR01,MYRTLE GROVE,2017,WHITE MYRTLE DR,"MADISONVILLE, 70447",Cost,7/28/2022 2:27:58 PM
Sales Queue,2022,299,PROCESSED,LAURA ROGERS (LROGERS),4037,Active,1038-13-2702,MDL01,MAISON DU LAC,561,N CORNICHE DU LAC ,"COVINGTON, 70433",Cost,7/28/2022 2:29:18 PM
